[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Analysis started at: 2025-11-09 11:12:56 AM
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Generating return summary for nonReentrantView
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Return summary generated for nonReentrantView
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | State variable assignement do not exist
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Processed function nonReentrantView
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Generating return summary for update
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Return summary generated for update
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Range graph generated
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Processed function update
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Generating return summary for getFix
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Return summary generated for getFix
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | State variable assignement do not exist
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Processed function getFix
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Generating return summary for getRandomness
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Return summary generated for getRandomness
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | State variable assignement do not exist
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Processed function getRandomness
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Generating return summary for withdraw
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Return summary generated for withdraw
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Range graph generated
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Processed function withdraw
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Value Range Analysis took 0.046179 seconds
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Value Range Analysis finished
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Storage dependency graph compostion started!
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Storage dependency graph compostion finished!
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Dependency detection started!
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | DAO dependency detected in file ReadOnly_safe2.sol in contract ReadOnly_safe1 in by composing functions withdraw and withdraw
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | DAO dependency detected in file ReadOnly_safe2.sol in contract ReadOnly_safe1_Oracle in by composing functions update and update
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | DAO dependency detected in file ReadOnly_safe2.sol in contract ReadOnly_safe1_Oracle in by composing functions update and getFix
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | DAO dependency detected in file ReadOnly_safe2.sol in contract ReadOnly_safe1_Oracle in by composing functions update and getRandomness
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | TOD dependency detected in file ReadOnly_safe2.sol in contract ReadOnly_safe1 in by composing functions withdraw and withdraw
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | TOD dependency detected in file ReadOnly_safe2.sol in contract ReadOnly_safe1 in by composing functions withdraw and deposit
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Dependency detection finished!
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Static Analysis took 0.377594 seconds
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Dependency exists
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe2 | Invoking symbolic executor!
[INFO] | 2025-11-09 11:12:57 AM | analyzer.ReadOnly_safe2 | Symbolic execution took 1.262159 seconds
[INFO] | 2025-11-09 11:12:57 AM | analyzer.ReadOnly_safe2 | Symbolic execution finished!
[INFO] | 2025-11-09 11:12:57 AM | analyzer.ReadOnly_safe2 | Analysis finished!
[INFO] | 2025-11-09 11:12:57 AM | analyzer.ReadOnly_safe2 | Analysis took 1.642432 seconds
[INFO] | 2025-11-09 11:12:57 AM | analyzer.ReadOnly_safe2 | Analysis finished at: 2025-11-09 11:12:57 AM
