[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Analysis started at: 2025-11-09 11:12:55 AM
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Generating return summary for nonReentrant
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Return summary generated for nonReentrant
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Range graph generated
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Processed function nonReentrant
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Generating return summary for nonReentrantView
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Return summary generated for nonReentrantView
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | State variable assignement do not exist
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Processed function nonReentrantView
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Generating return summary for update
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Return summary generated for update
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Range graph generated
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Processed function update
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Generating return summary for getFix
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Return summary generated for getFix
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | State variable assignement do not exist
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Processed function getFix
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Generating return summary for getRandomness
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Return summary generated for getRandomness
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | State variable assignement do not exist
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Processed function getRandomness
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Generating return summary for withdraw
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Return summary generated for withdraw
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | State variable assignement do not exist
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Processed function withdraw
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Value Range Analysis took 0.012446 seconds
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Value Range Analysis finished
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Storage dependency graph compostion started!
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Storage dependency graph compostion finished!
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Dependency detection started!
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | DAO dependency detected in file ReadOnly_safe1.sol in contract ReadOnly_safe1_Oracle in by composing functions update and update
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | DAO dependency detected in file ReadOnly_safe1.sol in contract ReadOnly_safe1_Oracle in by composing functions update and getFix
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | DAO dependency detected in file ReadOnly_safe1.sol in contract ReadOnly_safe1_Oracle in by composing functions update and getRandomness
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | TOD dependency detected in file ReadOnly_safe1.sol in contract ReadOnly_safe1 in by composing functions withdraw and deposit
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Dependency detection finished!
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Static Analysis took 0.336772 seconds
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Dependency exists
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Invoking symbolic executor!
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe1 | Symbolic execution took 0.959692 seconds
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe1 | Symbolic execution finished!
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe1 | Analysis finished!
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe1 | Analysis took 1.298737 seconds
[INFO] | 2025-11-09 11:12:56 AM | analyzer.ReadOnly_safe1 | Analysis finished at: 2025-11-09 11:12:56 AM
