[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Analysis started at: 2025-11-09 11:12:47 AM
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Generating return summary for balanceOf
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Return summary generated for balanceOf
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | State variable assignement do not exist
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Processed function balanceOf
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Generating return summary for reset
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Return summary generated for reset
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Range graph generated
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Processed function reset
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Generating return summary for increase
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Return summary generated for increase
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Range graph generated
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Processed function increase
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Generating return summary for setAdmin
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Return summary generated for setAdmin
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Range graph generated
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Processed function setAdmin
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Generating return summary for onlyAdmin
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Return summary generated for onlyAdmin
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | State variable assignement do not exist
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Processed function onlyAdmin
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Generating return summary for setEnabled
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Return summary generated for setEnabled
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Range graph generated
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Processed function setEnabled
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Generating return summary for redeem
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Return summary generated for redeem
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Range graph generated
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Processed function redeem
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Generating return summary for fallback
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Return summary generated for fallback
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Range graph generated
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Processed function fallback
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Value Range Analysis took 0.014947 seconds
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Value Range Analysis finished
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Storage dependency graph compostion started!
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Storage dependency graph compostion finished!
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Dependency detection started!
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | DAO dependency detected in file TemporalVault_ree2.sol in contract TemporalVault_ree2 in by composing functions redeem and redeem
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | TOD dependency detected in file TemporalVault_ree2.sol in contract TemporalVault_ree2 in by composing functions redeem and redeem
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Dependency detection finished!
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Static Analysis took 0.339370 seconds
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Dependency exists
[INFO] | 2025-11-09 11:12:47 AM | analyzer.TemporalVault_ree2 | Invoking symbolic executor!
[INFO] | 2025-11-09 11:12:48 AM | analyzer.TemporalVault_ree2 | Symbolic execution took 1.269237 seconds
[INFO] | 2025-11-09 11:12:48 AM | analyzer.TemporalVault_ree2 | Symbolic execution finished!
[INFO] | 2025-11-09 11:12:48 AM | analyzer.TemporalVault_ree2 | Analysis finished!
[INFO] | 2025-11-09 11:12:48 AM | analyzer.TemporalVault_ree2 | Analysis took 1.612588 seconds
[INFO] | 2025-11-09 11:12:48 AM | analyzer.TemporalVault_ree2 | Analysis finished at: 2025-11-09 11:12:48 AM
